covid_hospitalized_infant_weekly_mean,covid_hospitalized_infant_weekly_std,covid_hospitalized_infant_weekly_n,covid_hospitalized_infant_weekly_ci_lower,covid_hospitalized_infant_weekly_ci_upper,covid_hospitalized_infant_weekly_p2_5,covid_hospitalized_infant_weekly_p97_5,covid_hospitalized_preschool_weekly_mean,covid_hospitalized_preschool_weekly_std,covid_hospitalized_preschool_weekly_n,covid_hospitalized_preschool_weekly_ci_lower,covid_hospitalized_preschool_weekly_ci_upper,covid_hospitalized_preschool_weekly_p2_5,covid_hospitalized_preschool_weekly_p97_5,covid_hospitalized_child_weekly_mean,covid_hospitalized_child_weekly_std,covid_hospitalized_child_weekly_n,covid_hospitalized_child_weekly_ci_lower,covid_hospitalized_child_weekly_ci_upper,covid_hospitalized_child_weekly_p2_5,covid_hospitalized_child_weekly_p97_5,covid_hospitalized_adult_weekly_mean,covid_hospitalized_adult_weekly_std,covid_hospitalized_adult_weekly_n,covid_hospitalized_adult_weekly_ci_lower,covid_hospitalized_adult_weekly_ci_upper,covid_hospitalized_adult_weekly_p2_5,covid_hospitalized_adult_weekly_p97_5,covid_hospitalized_senior_weekly_mean,covid_hospitalized_senior_weekly_std,covid_hospitalized_senior_weekly_n,covid_hospitalized_senior_weekly_ci_lower,covid_hospitalized_senior_weekly_ci_upper,covid_hospitalized_senior_weekly_p2_5,covid_hospitalized_senior_weekly_p97_5,flu_hospitalized_infant_weekly_mean,flu_hospitalized_infant_weekly_std,flu_hospitalized_infant_weekly_n,flu_hospitalized_infant_weekly_ci_lower,flu_hospitalized_infant_weekly_ci_upper,flu_hospitalized_infant_weekly_p2_5,flu_hospitalized_infant_weekly_p97_5,flu_hospitalized_preschool_weekly_mean,flu_hospitalized_preschool_weekly_std,flu_hospitalized_preschool_weekly_n,flu_hospitalized_preschool_weekly_ci_lower,flu_hospitalized_preschool_weekly_ci_upper,flu_hospitalized_preschool_weekly_p2_5,flu_hospitalized_preschool_weekly_p97_5,flu_hospitalized_child_weekly_mean,flu_hospitalized_child_weekly_std,flu_hospitalized_child_weekly_n,flu_hospitalized_child_weekly_ci_lower,flu_hospitalized_child_weekly_ci_upper,flu_hospitalized_child_weekly_p2_5,flu_hospitalized_child_weekly_p97_5,flu_hospitalized_adult_weekly_mean,flu_hospitalized_adult_weekly_std,flu_hospitalized_adult_weekly_n,flu_hospitalized_adult_weekly_ci_lower,flu_hospitalized_adult_weekly_ci_upper,flu_hospitalized_adult_weekly_p2_5,flu_hospitalized_adult_weekly_p97_5,flu_hospitalized_senior_weekly_mean,flu_hospitalized_senior_weekly_std,flu_hospitalized_senior_weekly_n,flu_hospitalized_senior_weekly_ci_lower,flu_hospitalized_senior_weekly_ci_upper,flu_hospitalized_senior_weekly_p2_5,flu_hospitalized_senior_weekly_p97_5,rsv_hospitalized_infant_weekly_mean,rsv_hospitalized_infant_weekly_std,rsv_hospitalized_infant_weekly_n,rsv_hospitalized_infant_weekly_ci_lower,rsv_hospitalized_infant_weekly_ci_upper,rsv_hospitalized_infant_weekly_p2_5,rsv_hospitalized_infant_weekly_p97_5,rsv_hospitalized_preschool_weekly_mean,rsv_hospitalized_preschool_weekly_std,rsv_hospitalized_preschool_weekly_n,rsv_hospitalized_preschool_weekly_ci_lower,rsv_hospitalized_preschool_weekly_ci_upper,rsv_hospitalized_preschool_weekly_p2_5,rsv_hospitalized_preschool_weekly_p97_5,rsv_hospitalized_child_weekly_mean,rsv_hospitalized_child_weekly_std,rsv_hospitalized_child_weekly_n,rsv_hospitalized_child_weekly_ci_lower,rsv_hospitalized_child_weekly_ci_upper,rsv_hospitalized_child_weekly_p2_5,rsv_hospitalized_child_weekly_p97_5,rsv_hospitalized_adult_weekly_mean,rsv_hospitalized_adult_weekly_std,rsv_hospitalized_adult_weekly_n,rsv_hospitalized_adult_weekly_ci_lower,rsv_hospitalized_adult_weekly_ci_upper,rsv_hospitalized_adult_weekly_p2_5,rsv_hospitalized_adult_weekly_p97_5,rsv_hospitalized_senior_weekly_mean,rsv_hospitalized_senior_weekly_std,rsv_hospitalized_senior_weekly_n,rsv_hospitalized_senior_weekly_ci_lower,rsv_hospitalized_senior_weekly_ci_upper,rsv_hospitalized_senior_weekly_p2_5,rsv_hospitalized_senior_weekly_p97_5
1.34,2.4046251729161896,100,0.86287019698752,1.81712980301248,0.0,7.0,0.71,1.8273732320719065,100,0.34740950561897127,1.0725904943810287,0.0,6.5249999999999915,1.06,2.1965077884329185,100,0.6241652012070557,1.4958347987929446,0.0,7.0,3.39,4.3365838624382205,100,2.5295276788511085,4.250472321148892,0.0,13.524999999999991,10.24,6.798870969848337,100,8.890956497050666,11.589043502949334,0.0,24.52499999999999,0.05,0.35887028128263604,100,-0.021207649551369556,0.12120764955136956,0.0,0.0,0.03,0.2999999999999996,100,-0.029526508545260406,0.0895265085452604,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.09,0.514339823993295,100,-0.012056179760348826,0.19205617976034883,0.0,1.0,0.03,0.2999999999999995,100,-0.029526508545260385,0.08952650854526038,0.0,0.0,1.42,2.5591191666452144,100,0.9122152368611791,1.9277847631388207,0.0,7.5249999999999915,0.19,0.8491826135238004,100,0.021503746331962892,0.3584962536680371,0.0,2.5249999999999915,0.01,0.09999999999999998,100,-0.009842169515086823,0.029842169515086822,0.0,0.0,0.32,1.10900811083553,100,0.09994873071195212,0.5400512692880479,0.0,4.0,0.53,1.431641002345197,100,0.24593136546717786,0.8140686345328222,0.0,5.5249999999999915
0.81,1.873229804105705,100,0.4383105668622172,1.181689433137783,0.0,7.0,0.44,1.4724404259870112,100,0.14783587466699066,0.7321641253330093,0.0,6.049999999999983,0.96,2.0642214273207475,100,0.5504136852242724,1.3695863147757277,0.0,7.0,3.04,3.7977132938949274,100,2.286451290528381,3.793548709471619,0.0,12.049999999999983,10.47,6.83936171633499,100,9.11292225449486,11.827077745505141,0.0,23.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.02,0.14070529413628957,100,-0.007918982979224103,0.0479189829792241,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.01,0.09999999999999998,100,-0.009842169515086823,0.029842169515086822,0.0,0.0,0.04,0.39999999999999986,100,-0.03936867806034728,0.11936867806034729,0.0,0.0,1.0,2.169578462990151,100,0.5695085636106789,1.430491436389321,0.0,7.5249999999999915,0.21,0.967084549174748,100,0.018109444398533292,0.4018905556014667,0.0,3.049999999999983,0.0,0.0,100,0.0,0.0,0.0,0.0,0.29,1.2971997813472205,100,0.032607420435748824,0.5473925795642511,0.0,5.0,0.55,1.5594287998553136,100,0.24057549406562462,0.8594245059343755,0.0,6.5249999999999915
0.73,1.7630036353285883,100,0.3801818301209583,1.0798181698790417,0.0,6.0,0.43,1.4719944554133606,100,0.1379243649042018,0.7220756350957982,0.0,6.049999999999983,0.79,2.138133803487555,100,0.3657478662526259,1.2142521337473742,0.0,6.5249999999999915,2.8,4.221158824088689,100,1.9624305106232764,3.637569489376723,0.0,12.049999999999983,8.76,6.971978546186503,100,7.376608198310188,10.143391801689813,0.0,24.574999999999974,0.07,0.5366374921488413,100,-0.03648052087368385,0.17648052087368388,0.0,0.0,0.03,0.29999999999999954,100,-0.029526508545260392,0.0895265085452604,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.03,0.2999999999999999,100,-0.02952650854526046,0.08952650854526045,0.0,0.0,0.7,1.6298974374376012,100,0.37659298754157483,1.0234070124584251,0.0,6.0,0.15,0.8333333333333327,100,-0.015351412625723454,0.3153514126257234,0.0,2.049999999999983,0.0,0.0,100,0.0,0.0,0.0,0.0,0.15,0.8689364217539179,100,-0.0224158377827422,0.3224158377827422,0.0,2.099999999999966,0.24,0.8542230210530313,100,0.07050362012576167,0.4094963798742383,0.0,2.5249999999999915
0.72,1.7700082748194406,100,0.36879195767926265,1.0712080423207373,0.0,6.0,0.39,1.3990978334179307,100,0.11238863621130707,0.6676113637886929,0.0,5.5249999999999915,0.5,1.5731330124142315,100,0.18785628097897628,0.8121437190210237,0.0,6.0,2.05,3.2948536547258978,100,1.3962295525552535,2.703770447444746,0.0,10.524999999999991,6.54,6.13553978756951,100,5.32257579468486,7.75742420531514,0.0,18.52499999999999,0.02,0.19999999999999998,100,-0.019684339030173647,0.059684339030173644,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.01,0.09999999999999996,100,-0.00984216951508682,0.029842169515086822,0.0,0.0,0.03,0.2227015033536135,100,-0.014188809808070767,0.07418880980807077,0.0,0.0,0.4,1.3026778945578583,100,0.14152044392626578,0.6584795560737342,0.0,5.0,0.16,0.7617099317995132,100,0.008860224119088322,0.3111397758809117,0.0,3.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.09,0.4286459771622421,100,0.0049473385918675505,0.17505266140813244,0.0,1.5249999999999915,0.24,0.9002805398902334,100,0.06136480916364101,0.418635190836359,0.0,3.5249999999999915
0.3,1.4459976109624435,100,0.013082702848726258,0.5869172971512737,0.0,5.574999999999974,0.37,1.382831234179435,100,0.09561628240654918,0.6443837175934508,0.0,6.0,0.27,1.2701308291795472,100,0.0179784878108164,0.5220215121891836,0.0,3.5249999999999915,1.33,2.756278416102173,100,0.7830945643692566,1.8769054356307435,0.0,10.0,4.68,4.777641529652321,100,3.732012268863199,5.6279877311368,0.0,15.574999999999974,0.03,0.17144660799776532,100,-0.004018726586783004,0.06401872658678301,0.0,0.5249999999999915,0.01,0.09999999999999999,100,-0.009842169515086823,0.029842169515086822,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.06,0.4221158824088681,100,-0.02375694893767219,0.14375694893767219,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.25,0.94681816969503,100,0.062130733769469704,0.4378692662305303,0.0,3.5249999999999915,0.09,0.45159649460485596,100,0.00039345801631453237,0.17960654198368547,0.0,2.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.16,0.9180567971690426,100,-0.022162385939058282,0.3421623859390583,0.0,2.6249999999999574,0.23,0.9519252156349332,100,0.04111738505686077,0.4188826149431393,0.0,4.0
0.28,1.0257295999049718,100,0.07647299402043364,0.48352700597956644,0.0,4.0,0.05,0.32952368440805363,100,-0.01538464805260574,0.11538464805260575,0.0,0.5249999999999915,0.33,1.3857499883828364,100,0.055037138249781625,0.6049628617502184,0.0,6.049999999999983,0.69,1.8295829408293405,100,0.3269710514615315,1.0530289485384685,0.0,7.0,3.52,3.978426672427028,100,2.7305938356236013,4.309406164376399,0.0,11.524999999999991,0.03,0.29999999999999977,100,-0.02952650854526044,0.08952650854526044,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.34,1.1994948431685228,100,0.10199419989377684,0.5780058001062232,0.0,4.0,0.09,0.5702205846437973,100,-0.023144135014941433,0.20314413501494144,0.0,1.049999999999983,0.06,0.5999999999999991,100,-0.059053017090520785,0.1790530170905208,0.0,0.0,0.01,0.09999999999999999,100,-0.009842169515086823,0.029842169515086822,0.0,0.0,0.11,0.6650738547884965,100,-0.02196508166765586,0.24196508166765585,0.0,1.5249999999999915
0.21,0.8562898593539009,100,0.0400935145665004,0.3799064854334996,0.0,4.0,0.07,0.5366374921488413,100,-0.03648052087368385,0.17648052087368388,0.0,0.0,0.15,0.7571210756756963,100,-0.00022924727002049394,0.3002292472700205,0.0,2.0,0.51,1.56020589161893,100,0.2004213022006,0.8195786977994,0.0,6.0,2.75,3.9857701434432515,100,1.9591367316562707,3.5408632683437293,0.0,12.524999999999991,0.01,0.09999999999999998,100,-0.009842169515086823,0.029842169515086822,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.05,0.41132945334843113,100,-0.0316166873988757,0.13161668739887572,0.0,0.0,0.26,1.1157277825923688,100,0.03861540205110278,0.4813845979488972,0.0,3.5249999999999915,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.02,0.19999999999999993,100,-0.01968433903017364,0.059684339030173644,0.0,0.0,0.15,0.808727645156516,100,-0.010469110267325776,0.31046911026732577,0.0,1.5249999999999915
0.06,0.5999999999999995,100,-0.05905301709052088,0.17905301709052088,0.0,0.0,0.16,0.9610600208292723,100,-0.030695158474672968,0.350695158474673,0.0,1.5749999999999744,0.14,0.9849370589540265,100,-0.05543288085456863,0.3354328808545687,0.0,0.0,0.58,1.5254077116852023,100,0.2773260160512152,0.8826739839487847,0.0,5.5249999999999915,1.56,3.0295514219405164,100,0.9588712713118395,2.1611287286881606,0.0,10.574999999999974,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.01,0.09999999999999999,100,-0.009842169515086823,0.029842169515086822,0.0,0.0,0.07,0.3828389433765281,100,-0.005963552114537973,0.145963552114538,0.0,1.0,0.05,0.4113294533484308,100,-0.03161668739887563,0.13161668739887564,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.05,0.500000000000001,100,-0.04921084757543433,0.14921084757543435,0.0,0.0,0.1,0.7177405625652727,100,-0.04241529910273925,0.24241529910273926,0.0,0.0
0.04,0.2814105882725792,100,-0.015837965958448212,0.0958379659584482,0.0,0.0,0.1,0.7177405625652726,100,-0.04241529910273922,0.24241529910273923,0.0,0.0,0.1,0.6435381994422826,100,-0.027691940427675255,0.22769194042767527,0.0,0.5249999999999915,0.57,1.6530046105272211,100,0.24200802308698793,0.897991976913012,0.0,6.0,1.14,2.326917586539209,100,0.6782890680025229,1.601710931997477,0.0,7.5249999999999915,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.1,0.6590473688161067,100,-0.03076929610521137,0.23076929610521138,0.0,1.049999999999983,0.07,0.5366374921488415,100,-0.03648052087368388,0.17648052087368388,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.03,0.2999999999999996,100,-0.029526508545260406,0.0895265085452604,0.0,0.0,0.11,0.6650738547884969,100,-0.021965081667655942,0.24196508166765596,0.0,1.5249999999999915
0.16,0.9069874655287475,100,-0.019965990390803795,0.3399659903908038,0.0,2.049999999999983,0.0,0.0,100,0.0,0.0,0.0,0.0,0.15,0.8689364217539193,100,-0.022415837782742476,0.32241583778274246,0.0,2.099999999999966,0.5,1.6111981864313267,100,0.18030332462429144,0.8196966753757086,0.0,7.0,0.92,2.111440697292211,100,0.5010443576327481,1.338955642367252,0.0,7.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.02,0.19999999999999996,100,-0.019684339030173647,0.059684339030173644,0.0,0.0,0.01,0.09999999999999996,100,-0.00984216951508682,0.029842169515086822,0.0,0.0,0.13,0.6138963160572694,100,0.008189652321043434,0.2518103476789566,0.0,2.5249999999999915,0.03,0.3,100,-0.029526508545260483,0.08952650854526048,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.03,0.2999999999999999,100,-0.02952650854526046,0.08952650854526045,0.0,0.0,0.11,0.6947857747012893,100,-0.027860571182939067,0.24786057118293908,0.0,1.049999999999983
0.1,0.7587869106393272,100,-0.05055978506734571,0.2505597850673457,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.02,0.19999999999999998,100,-0.019684339030173647,0.059684339030173644,0.0,0.0,0.35,1.3055824196677346,100,0.09094412313035577,0.6090558768696441,0.0,5.0,1.15,2.6299556396765826,100,0.6281597438037863,1.6718402561962136,0.0,7.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.02,0.19999999999999996,100,-0.019684339030173647,0.059684339030173644,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.15,0.7299508769967218,100,0.0051619096094475125,0.2948380903905525,0.0,2.5249999999999915,0.08,0.7061061241667984,100,-0.06010677411358563,0.22010677411358565,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.04,0.3999999999999998,100,-0.039368678060347266,0.11936867806034726,0.0,0.0
0.02,0.19999999999999993,100,-0.01968433903017364,0.059684339030173644,0.0,0.0,0.05,0.5000000000000006,100,-0.049210847575434244,0.14921084757543424,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.09,0.71201804539611,100,-0.05127982754550403,0.23127982754550402,0.0,0.5249999999999915,0.88,2.1047325221744915,100,0.46237540511097497,1.297624594889025,0.0,7.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.06,0.5999999999999992,100,-0.05905301709052081,0.1790530170905208,0.0,0.0,0.04,0.39999999999999986,100,-0.03936867806034728,0.11936867806034729,0.0,0.0,0.03,0.2999999999999999,100,-0.02952650854526046,0.08952650854526045,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0
0.0,0.0,100,0.0,0.0,0.0,0.0,0.07,0.6999999999999997,100,-0.06889518660560773,0.20889518660560774,0.0,0.0,0.03,0.29999999999999954,100,-0.029526508545260392,0.0895265085452604,0.0,0.0,0.08,0.580490910324784,100,-0.03518199044631429,0.1951819904463143,0.0,0.0,0.38,1.308712066394771,100,0.12032313332155387,0.6396768666784461,0.0,5.049999999999983,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.02,0.19999999999999993,100,-0.01968433903017364,0.059684339030173644,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0
0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.01,0.09999999999999995,100,-0.009842169515086817,0.029842169515086815,0.0,0.0,0.14,0.8764021953879426,100,-0.03389720924281803,0.31389720924281805,0.0,1.049999999999983,0.3,1.3595899560105802,100,0.030227856218286275,0.5697721437817137,0.0,6.5249999999999915,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.01,0.09999999999999995,100,-0.009842169515086817,0.029842169515086815,0.0,0.0,0.01,0.09999999999999998,100,-0.009842169515086823,0.029842169515086822,0.0,0.0
0.03,0.3,100,-0.029526508545260483,0.08952650854526048,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.06,0.508910501944987,100,-0.04097888447600358,0.16097888447600356,0.0,0.0,0.26,1.315179443915152,100,-0.0009601346892207374,0.5209601346892208,0.0,3.5749999999999744,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0
0.04,0.39999999999999997,100,-0.039368678060347294,0.11936867806034729,0.0,0.0,0.05,0.5000000000000012,100,-0.04921084757543437,0.14921084757543437,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.04,0.3152680437246049,100,-0.02255601966273415,0.10255601966273414,0.0,0.0,0.22,1.1510206274643755,100,-0.008387464055097438,0.44838746405509744,0.0,3.6249999999999574,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0
0.01,0.09999999999999996,100,-0.00984216951508682,0.029842169515086822,0.0,0.0,0.07,0.6999999999999994,100,-0.06889518660560767,0.20889518660560769,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.09,0.726065917924617,100,-0.0540672302258737,0.2340672302258737,0.0,0.0,0.13,0.7996842811353424,100,-0.02867471064837815,0.28867471064837813,0.0,1.049999999999983,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.05,0.5000000000000003,100,-0.04921084757543419,0.14921084757543418,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0
0.0,0.0,100,0.0,0.0,0.0,0.0,0.01,0.09999999999999994,100,-0.009842169515086813,0.029842169515086815,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.06,0.5089105019449863,100,-0.04097888447600344,0.16097888447600345,0.0,0.0,0.05,0.35887028128263626,100,-0.021207649551369598,0.1212076495513696,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.02,0.19999999999999996,100,-0.019684339030173647,0.059684339030173644,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0
0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.06,0.5999999999999992,100,-0.05905301709052081,0.1790530170905208,0.0,0.0,0.01,0.09999999999999996,100,-0.00984216951508682,0.029842169515086822,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.04,0.3999999999999998,100,-0.039368678060347266,0.11936867806034726,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0
0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.03,0.2999999999999996,100,-0.029526508545260406,0.0895265085452604,0.0,0.0,0.05,0.5000000000000002,100,-0.049210847575434175,0.14921084757543418,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0
0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.02,0.19999999999999993,100,-0.01968433903017364,0.059684339030173644,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.06,0.5999999999999991,100,-0.059053017090520785,0.1790530170905208,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0
0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.01,0.09999999999999994,100,-0.009842169515086813,0.029842169515086815,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0
0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.03,0.2999999999999995,100,-0.029526508545260385,0.08952650854526038,0.0,0.0
